transaction_id,customer_id,transaction_date,category,amount,channel
TXN-011-2,CUST-011,2025-11-04,Electronics,741.21,App
TXN-011-3,CUST-011,2025-12-30,Home,1026.58,Web
TXN-012-1,CUST-012,2026-03-04,Beauty,810.15,Store
TXN-012-2,CUST-012,2025-08-10,Sports,716.12,Store
TXN-012-3,CUST-012,2026-02-27,Electronics,1404.86,App
TXN-013-1,CUST-013,2025-10-14,Fashion,877.48,Web
TXN-013-2,CUST-013,2026-03-31,Home,1415.54,App
TXN-013-3,CUST-013,2026-03-31,Sports,1092.46,App
TXN-013-4,CUST-013,2025-05-14,Beauty,832.4,Web
TXN-013-5,CUST-013,2025-07-12,Home,1802.05,Store
TXN-013-6,CUST-013,2026-03-31,Fashion,1005.3,App
TXN-013-7,CUST-013,2026-03-31,Beauty,691.45,Store
TXN-013-8,CUST-013,2026-01-28,Beauty,1234.8,Web
TXN-013-9,CUST-013,2026-03-06,Fashion,,App
TXN-013-10,CUST-013,2026-03-31,Home,926.22,Web
TXN-013-11,CUST-013,2025-07-26,Electronics,604.14,Store
TXN-013-12,CUST-013,2025-12-03,Home,,Web
TXN-014-1,CUST-014,2026-03-31,Fashion,877.0,App
TXN-014-2,CUST-014,2025-11-21,Sports,1167.21,App
TXN-014-3,CUST-014,2026-02-05,Fashion,1465.35,Store
TXN-014-4,CUST-014,2026-01-26,Fashion,846.52,App
TXN-014-5,CUST-014,2026-03-31,Fashion,676.07,Web
TXN-014-6,CUST-014,2026-03-31,Beauty,741.46,Web
TXN-014-7,CUST-014,2025-11-29,Electronics,533.45,Store
TXN-015-1,CUST-015,2026-03-31,Beauty,933.32,Store
TXN-016-1,CUST-016,2026-03-13,Beauty,1766.6,Web
TXN-017-1,CUST-017,2025-11-29,Electronics,467.56,Web
TXN-017-2,CUST-017,2025-09-27,Home,1398.3,Store
TXN-017-3,CUST-017,2025-12-13,Home,1648.68,Web
TXN-017-4,CUST-017,2025-06-06,Sports,2293.19,Web
TXN-017-5,CUST-017,2025-08-18,Fashion,1353.14,Web
TXN-017-6,CUST-017,2026-02-14,Electronics,,Web
TXN-017-7,CUST-017,2026-01-12,Fashion,620.0,Web
TXN-017-8,CUST-017,2025-08-23,Fashion,1109.15,App
TXN-017-9,CUST-017,2025-12-11,Electronics,2394.18,Store
TXN-018-1,CUST-018,2025-10-07,Home,1171.75,Store
TXN-018-2,CUST-018,2025-10-20,Electronics,1542.08,App
TXN-018-3,CUST-018,2025-08-21,Electronics,740.18,Web
TXN-018-4,CUST-018,2025-08-13,Home,607.55,App
TXN-018-5,CUST-018,2026-03-31,Home,1680.83,Store
TXN-018-6,CUST-018,2026-01-03,Beauty,991.81,App
TXN-018-7,CUST-018,2025-08-20,Beauty,819.72,Web
TXN-018-8,CUST-018,2025-09-10,Home,2720.79,Web
TXN-018-9,CUST-018,2026-03-31,Sports,977.88,Web
TXN-018-10,CUST-018,2026-03-31,Fashion,,Store
TXN-018-11,CUST-018,2025-10-10,Beauty,642.81,App
TXN-019-1,CUST-019,2025-10-14,Electronics,1332.54,App
TXN-019-2,CUST-019,2026-03-31,Home,1203.38,App
TXN-019-3,CUST-019,2026-03-02,Sports,1049.86,App
TXN-019-4,CUST-019,2026-01-30,Sports,2136.52,Store
TXN-019-5,CUST-019,2026-03-31,Fashion,1220.6,Web
TXN-019-6,CUST-019,2026-03-31,Home,640.0,Web
TXN-019-7,CUST-019,2025-12-12,Sports,530.93,App
TXN-019-8,CUST-019,2026-01-14,Electronics,1098.5,App
TXN-019-9,CUST-019,2026-03-31,Sports,1207.39,Store
TXN-019-10,CUST-019,2026-03-31,Beauty,767.94,App
TXN-020-1,CUST-020,2026-03-31,Beauty,538.87,App
TXN-020-2,CUST-020,2026-03-31,Fashion,2057.43,App
TXN-020-3,CUST-020,2026-03-31,Fashion,2335.9,Store
TXN-020-4,CUST-020,2026-02-04,Fashion,1737.96,Store
TXN-020-5,CUST-020,2026-03-09,Sports,598.08,Store
TXN-020-6,CUST-020,2026-03-31,Beauty,1192.33,Store
TXN-020-7,CUST-020,2026-03-31,Home,956.95,Web
TXN-020-8,CUST-020,2026-02-17,Home,1888.36,App
TXN-020-9,CUST-020,2026-03-31,Sports,757.59,Web
TXN-020-10,CUST-020,2026-01-03,Beauty,699.2,Store
TXN-020-11,CUST-020,2026-03-31,Electronics,1320.18,Store
TXN-021-1,CUST-021,2026-01-05,Beauty,1784.39,App
TXN-021-2,CUST-021,2025-12-17,Sports,904.77,App
TXN-022-1,CUST-022,2025-11-15,Fashion,442.27,Store
TXN-022-2,CUST-022,2025-12-19,Fashion,608.92,App
TXN-022-3,CUST-022,2025-10-20,Home,916.57,Web
TXN-022-4,CUST-022,2026-02-08,Beauty,1351.64,Store
TXN-022-5,CUST-022,2026-02-09,Sports,2298.23,Web
TXN-022-6,CUST-022,2025-06-18,Beauty,1620.24,Web
TXN-023-1,CUST-023,2025-08-29,Home,886.48,Store
TXN-023-2,CUST-023,2025-09-28,Sports,1735.29,App
TXN-023-3,CUST-023,2025-08-21,Beauty,2619.02,App
TXN-023-4,CUST-023,2026-03-07,Fashion,906.08,Web
TXN-023-5,CUST-023,2025-08-13,Sports,1135.47,Store
TXN-023-6,CUST-023,2026-02-17,Electronics,675.02,Store
TXN-023-7,CUST-023,2025-12-19,Fashion,2381.47,App
TXN-023-8,CUST-023,2025-11-05,Home,1332.88,Store
TXN-023-9,CUST-023,2025-08-21,Sports,1841.67,Store
TXN-024-1,CUST-024,2025-10-21,Electronics,920.17,App
TXN-024-2,CUST-024,2026-03-17,Fashion,1450.17,Web
TXN-024-3,CUST-024,2025-04-27,Beauty,660.83,Store
TXN-024-4,CUST-024,2025-07-20,Sports,1473.75,Web
TXN-024-5,CUST-024,2025-12-27,Fashion,2675.16,App
TXN-024-6,CUST-024,2025-10-04,Fashion,1285.73,App
TXN-024-7,CUST-024,2025-10-28,Home,981.18,App
TXN-024-8,CUST-024,2026-02-02,Beauty,841.51,Web
TXN-025-1,CUST-025,2025-12-16,Beauty,1442.74,Store
TXN-025-2,CUST-025,2026-02-15,Home,1866.92,Web
TXN-025-3,CUST-025,2026-03-31,Beauty,1990.87,Web
TXN-026-1,CUST-026,2025-10-23,Home,841.7,Web
TXN-026-2,CUST-026,2026-03-31,Home,685.64,Store
TXN-026-3,CUST-026,2026-03-31,Sports,594.52,Web
TXN-027-1,CUST-027,2026-03-31,Beauty,376.31,App
TXN-027-2,CUST-027,2026-03-31,Fashion,1227.6,App
TXN-027-3,CUST-027,2026-03-31,Electronics,2147.26,Web
TXN-027-4,CUST-027,2026-03-31,Home,1517.51,Store
TXN-027-5,CUST-027,2026-03-31,Sports,588.7,Store
TXN-027-6,CUST-027,2026-03-31,Sports,787.74,Web
TXN-027-7,CUST-027,2026-03-31,Beauty,1076.11,Store
TXN-027-8,CUST-027,2026-02-15,Electronics,,Store
TXN-027-9,CUST-027,2026-03-31,Sports,1348.58,Store
TXN-028-1,CUST-028,2026-03-31,Beauty,1484.31,App
TXN-028-2,CUST-028,2026-03-31,Beauty,666.28,Web
TXN-029-1,CUST-029,2026-03-31,Beauty,1641.17,Web
TXN-029-2,CUST-029,2025-12-04,Electronics,1305.52,App
TXN-029-3,CUST-029,2025-12-16,Home,683.9,Web
TXN-029-4,CUST-029,2026-01-19,Electronics,2443.68,App
TXN-029-5,CUST-029,2026-01-13,Fashion,,Web
TXN-029-6,CUST-029,2026-01-07,Home,3269.89,App
TXN-029-7,CUST-029,2025-09-24,Beauty,1267.39,App
TXN-029-8,CUST-029,2025-07-01,Home,1517.33,App
TXN-029-9,CUST-029,2026-03-31,Sports,907.72,App
TXN-029-10,CUST-029,2025-09-06,Home,955.02,Store
TXN-029-11,CUST-029,2025-09-26,Sports,956.04,App
TXN-029-12,CUST-029,2026-03-31,Electronics,757.82,Web
TXN-029-13,CUST-029,2025-09-25,Electronics,962.35,Store
TXN-029-14,CUST-029,2025-11-15,Electronics,1162.75,Web
TXN-029-15,CUST-029,2025-10-30,Fashion,1927.23,Store
TXN-030-1,CUST-030,2026-03-31,Fashion,758.01,App
TXN-030-2,CUST-030,2026-02-17,Electronics,1558.59,Store
TXN-030-3,CUST-030,2026-01-16,Beauty,1737.62,Web
TXN-031-1,CUST-031,2025-09-03,Electronics,862.76,Store
TXN-031-2,CUST-031,2025-09-08,Sports,486.56,Store
TXN-031-3,CUST-031,2025-09-16,Fashion,2428.43,Store
TXN-032-1,CUST-032,2026-01-26,Fashion,571.85,App
TXN-032-2,CUST-032,2025-08-07,Beauty,1965.21,Web
TXN-032-3,CUST-032,2025-08-29,Beauty,1009.89,App
TXN-032-4,CUST-032,2026-02-12,Home,2344.68,Store
TXN-032-5,CUST-032,2025-09-12,Electronics,1225.08,Store
TXN-032-6,CUST-032,2025-11-24,Electronics,1094.32,Store
TXN-032-7,CUST-032,2025-08-25,Home,867.27,App
TXN-032-8,CUST-032,2026-03-31,Home,2184.96,Store
TXN-032-9,CUST-032,2025-08-24,Sports,997.04,Web
TXN-032-10,CUST-032,2025-09-10,Electronics,610.72,Web
TXN-032-11,CUST-032,2026-03-31,Home,,Web
TXN-032-12,CUST-032,2025-11-12,Sports,1203.89,App
TXN-032-13,CUST-032,2025-12-22,Electronics,1421.63,Web
TXN-033-1,CUST-033,2026-03-31,Fashion,2749.89,App
TXN-033-2,CUST-033,2026-03-31,Beauty,1036.7,Web
TXN-033-3,CUST-033,2026-01-08,Fashion,776.87,App
TXN-033-4,CUST-033,2026-01-14,Electronics,940.53,Store
TXN-033-5,CUST-033,2026-03-31,Beauty,1443.64,App
TXN-033-6,CUST-033,2026-03-31,Home,1952.51,App
TXN-033-7,CUST-033,2025-11-06,Beauty,1484.82,App
TXN-033-8,CUST-033,2026-03-31,Home,962.5,App
TXN-033-9,CUST-033,2025-11-24,Beauty,1479.64,Web
TXN-033-10,CUST-033,2026-03-31,Electronics,393.43,Web
TXN-033-11,CUST-033,2026-02-01,Fashion,703.92,Web
TXN-033-12,CUST-033,2026-01-23,Sports,355.32,Web
TXN-033-13,CUST-033,2026-03-20,Home,367.6,App
TXN-033-14,CUST-033,2026-03-31,Beauty,1596.08,Web
TXN-034-1,CUST-034,2025-05-13,Home,593.22,App
TXN-034-2,CUST-034,2026-02-22,Beauty,678.27,Web
TXN-034-3,CUST-034,2025-10-14,Electronics,1103.6,Web
TXN-034-4,CUST-034,2026-03-25,Electronics,1313.1,Web
TXN-034-5,CUST-034,2025-06-11,Home,866.78,Store
TXN-034-6,CUST-034,2025-05-14,Beauty,2415.88,Web
TXN-034-7,CUST-034,2025-05-25,Fashion,627.9,Web
TXN-034-8,CUST-034,2026-02-05,Fashion,762.06,Web
TXN-034-9,CUST-034,2026-02-18,Electronics,1563.51,App
TXN-034-10,CUST-034,2025-11-25,Home,864.25,Store
TXN-034-11,CUST-034,2026-03-31,Home,764.53,App
TXN-035-1,CUST-035,2025-06-08,Sports,1245.19,Web
TXN-035-2,CUST-035,2025-10-02,Home,1278.16,Store
TXN-035-3,CUST-035,2026-03-31,Electronics,1486.47,App
TXN-035-4,CUST-035,2025-12-04,Home,1273.67,Web
TXN-035-5,CUST-035,2025-11-12,Electronics,2272.29,Web
TXN-036-1,CUST-036,2025-11-01,Home,,Store
TXN-036-2,CUST-036,2026-03-02,Fashion,691.22,App
TXN-036-3,CUST-036,2026-02-12,Home,1237.86,Store
TXN-036-4,CUST-036,2025-11-29,Fashion,3095.35,Web
TXN-037-1,CUST-037,2026-03-31,Sports,1331.13,App
TXN-037-2,CUST-037,2025-10-17,Beauty,2156.63,Store
TXN-037-3,CUST-037,2026-03-31,Sports,2124.91,Store
TXN-037-4,CUST-037,2025-08-22,Sports,480.16,App
TXN-037-5,CUST-037,2025-12-27,Home,1710.98,Web
TXN-037-6,CUST-037,2025-09-28,Home,,App
TXN-037-7,CUST-037,2026-03-08,Sports,586.91,Web
TXN-038-1,CUST-038,2026-03-06,Electronics,907.79,Web
TXN-038-2,CUST-038,2025-03-16,Beauty,847.0,App
TXN-039-1,CUST-039,2025-08-06,Beauty,1187.78,Store
TXN-039-2,CUST-039,2026-03-31,Home,1520.31,App
TXN-039-3,CUST-039,2026-03-31,Fashion,714.92,App
TXN-040-1,CUST-040,2026-03-30,Home,763.26,Web
TXN-040-2,CUST-040,2026-01-01,Electronics,1370.12,App
TXN-040-3,CUST-040,2026-03-31,Sports,2220.08,Web
TXN-040-4,CUST-040,2025-09-17,Beauty,645.07,App
TXN-040-5,CUST-040,2025-10-01,Home,554.46,Store
TXN-041-1,CUST-041,2025-05-31,Beauty,1101.26,App
TXN-041-2,CUST-041,2025-04-29,Electronics,676.62,App
TXN-041-3,CUST-041,2026-02-26,Beauty,1038.1,App
TXN-041-4,CUST-041,2025-10-22,Electronics,804.53,App
TXN-041-5,CUST-041,2025-05-31,Electronics,879.17,App
TXN-041-6,CUST-041,2026-03-31,Electronics,2645.08,Store
TXN-041-7,CUST-041,2025-04-21,Fashion,719.31,Web
TXN-041-8,CUST-041,2025-10-24,Electronics,680.08,Web
TXN-042-1,CUST-042,2025-06-12,Electronics,1112.1,Store
TXN-042-2,CUST-042,2025-12-26,Fashion,1205.2,App
TXN-043-1,CUST-043,2025-07-27,Home,1135.03,Store
TXN-044-1,CUST-044,2025-08-17,Beauty,1380.97,App
TXN-044-2,CUST-044,2025-12-10,Beauty,686.05,Store
TXN-044-3,CUST-044,2025-10-02,Sports,713.89,Web
TXN-044-4,CUST-044,2025-12-14,Beauty,1640.28,App
TXN-044-5,CUST-044,2026-01-22,Home,693.23,App
TXN-044-6,CUST-044,2025-05-17,Fashion,653.55,Store
TXN-045-1,CUST-045,2025-04-03,Electronics,1264.87,Web
TXN-045-2,CUST-045,2026-01-22,Sports,1025.87,Store
TXN-045-3,CUST-045,2025-08-16,Electronics,707.81,Store
TXN-045-4,CUST-045,2025-09-16,Beauty,694.7,App
TXN-045-5,CUST-045,2025-05-29,Electronics,391.36,Web
TXN-045-6,CUST-045,2025-10-10,Beauty,1167.94,App
TXN-045-7,CUST-045,2026-01-31,Fashion,642.66,Web
TXN-046-1,CUST-046,2026-03-31,Sports,,Store
TXN-046-2,CUST-046,2026-03-31,Beauty,761.81,Store
TXN-046-3,CUST-046,2026-03-31,Sports,1915.0,Store
TXN-046-4,CUST-046,2026-02-07,Sports,1065.61,Store
TXN-047-1,CUST-047,2026-03-31,Fashion,532.26,Store
TXN-047-2,CUST-047,2025-11-18,Beauty,1119.34,Web
TXN-047-3,CUST-047,2025-12-11,Electronics,,App
TXN-047-4,CUST-047,2025-08-15,Home,992.02,Store
TXN-047-5,CUST-047,2025-12-08,Home,916.57,Web
TXN-047-6,CUST-047,2026-03-31,Home,1086.55,Web
TXN-047-7,CUST-047,2025-11-04,Beauty,878.12,Store
TXN-048-1,CUST-048,2026-03-31,Electronics,1475.31,App
TXN-048-2,CUST-048,2026-03-31,Beauty,2261.54,Store
TXN-048-3,CUST-048,2026-03-31,Beauty,1157.14,App
TXN-048-4,CUST-048,2026-02-27,Fashion,899.01,Web
TXN-048-5,CUST-048,2026-03-31,Electronics,952.82,App
TXN-048-6,CUST-048,2026-03-31,Fashion,1631.76,Store
TXN-048-7,CUST-048,2026-01-29,Beauty,966.58,App
TXN-048-8,CUST-048,2026-03-31,Beauty,859.34,Web
TXN-048-9,CUST-048,2026-03-31,Sports,1067.98,Store
TXN-048-10,CUST-048,2026-03-31,Beauty,794.8,Store
TXN-049-1,CUST-049,2025-11-18,Sports,1129.05,Web
TXN-049-2,CUST-049,2026-03-31,Beauty,1489.03,Store
TXN-049-3,CUST-049,2026-03-31,Sports,1147.77,App
TXN-050-1,CUST-050,2026-01-01,Sports,619.04,Store
TXN-050-2,CUST-050,2025-07-10,Beauty,1249.93,Store
TXN-050-3,CUST-050,2025-04-28,Electronics,434.48,Store
TXN-050-4,CUST-050,2026-03-21,Electronics,569.97,Web
TXN-050-5,CUST-050,2025-04-19,Sports,1539.61,Web
TXN-050-6,CUST-050,2025-07-09,Electronics,3519.19,Store
TXN-050-7,CUST-050,2026-01-19,Fashion,482.28,Web
TXN-050-8,CUST-050,2025-09-01,Electronics,1349.82,App
TXN-051-1,CUST-051,2025-11-28,Electronics,1586.75,App
TXN-051-2,CUST-051,2025-10-16,Home,1262.38,App
TXN-051-3,CUST-051,2025-09-08,Electronics,1552.88,App
TXN-052-1,CUST-052,2025-09-10,Beauty,1417.6,Web
TXN-052-2,CUST-052,2025-08-02,Sports,1368.98,Store
TXN-052-3,CUST-052,2025-08-17,Fashion,1541.43,Web
TXN-052-4,CUST-052,2025-04-02,Home,737.28,App
TXN-052-5,CUST-052,2025-06-06,Beauty,1384.59,App
TXN-052-6,CUST-052,2025-11-07,Sports,1392.04,App
TXN-052-7,CUST-052,2025-12-20,Electronics,2802.79,App
TXN-053-1,CUST-053,2026-03-31,Sports,635.9,Store
TXN-053-2,CUST-053,2026-03-31,Electronics,1162.79,Web
TXN-053-3,CUST-053,2026-03-31,Electronics,2226.3,App
TXN-054-1,CUST-054,2025-11-27,Home,686.06,Web
TXN-054-2,CUST-054,2025-12-24,Fashion,1531.68,Web
TXN-054-3,CUST-054,2026-03-31,Sports,1480.94,App
TXN-054-4,CUST-054,2025-11-17,Beauty,1939.65,Store
TXN-054-5,CUST-054,2026-03-31,Home,1544.89,Store
TXN-054-6,CUST-054,2026-03-31,Fashion,1225.29,Web
TXN-054-7,CUST-054,2026-03-31,Home,1072.58,Web
TXN-055-1,CUST-055,2025-09-09,Electronics,,Store
TXN-055-2,CUST-055,2025-11-13,Electronics,1279.32,App
TXN-055-3,CUST-055,2025-10-30,Beauty,2118.4,App
TXN-055-4,CUST-055,2025-10-20,Beauty,1991.2,App
TXN-055-5,CUST-055,2025-04-12,Sports,1179.79,Store
TXN-055-6,CUST-055,2025-09-01,Electronics,1476.67,Store
TXN-055-7,CUST-055,2025-07-30,Fashion,1507.27,App
TXN-055-8,CUST-055,2025-09-03,Sports,1502.51,Web
TXN-055-9,CUST-055,2025-05-29,Beauty,2183.56,App
TXN-055-10,CUST-055,2025-04-30,Electronics,1164.96,Web
TXN-056-1,CUST-056,2026-03-31,Beauty,766.61,App
TXN-056-2,CUST-056,2025-11-10,Fashion,3284.26,Web
TXN-056-3,CUST-056,2025-10-30,Beauty,,Web
TXN-056-4,CUST-056,2026-03-31,Home,933.07,App
TXN-056-5,CUST-056,2026-02-24,Sports,3154.73,Web
TXN-056-6,CUST-056,2025-11-12,Sports,796.33,App
TXN-056-7,CUST-056,2026-03-31,Home,745.01,App
TXN-057-1,CUST-057,2026-03-31,Home,2021.64,Web
TXN-057-2,CUST-057,2026-03-31,Beauty,2115.78,Store
TXN-057-3,CUST-057,2026-03-31,Electronics,539.57,App
TXN-057-4,CUST-057,2025-10-20,Fashion,2837.89,App
TXN-058-1,CUST-058,2026-03-31,Fashion,1435.9,Store
TXN-058-2,CUST-058,2026-01-07,Home,641.3,Web
TXN-058-3,CUST-058,2026-02-12,Electronics,,App
TXN-058-4,CUST-058,2025-12-04,Home,1639.53,Store
TXN-058-5,CUST-058,2026-01-11,Electronics,1074.51,Store
TXN-058-6,CUST-058,2025-07-21,Fashion,1090.45,App
TXN-058-7,CUST-058,2026-03-31,Home,756.05,Web
TXN-058-8,CUST-058,2026-03-31,Beauty,747.05,Web
TXN-059-1,CUST-059,2026-02-07,Fashion,1459.73,App
TXN-059-2,CUST-059,2026-03-31,Beauty,871.9,App
TXN-059-3,CUST-059,2026-03-31,Beauty,954.43,App
TXN-060-1,CUST-060,2025-10-31,Beauty,613.32,Store
TXN-060-2,CUST-060,2025-09-12,Home,1793.99,Store
TXN-061-1,CUST-061,2026-03-31,Fashion,1371.3,Store
TXN-061-2,CUST-061,2026-03-31,Sports,1125.95,Store
TXN-061-3,CUST-061,2025-11-19,Electronics,2045.09,Web
TXN-061-4,CUST-061,2026-02-01,Sports,,Store
TXN-061-5,CUST-061,2026-03-31,Sports,1482.93,Web
TXN-061-6,CUST-061,2026-03-31,Electronics,830.77,App
TXN-061-7,CUST-061,2026-03-27,Home,1528.22,App
TXN-061-8,CUST-061,2026-03-13,Sports,1036.29,App
TXN-062-1,CUST-062,2025-09-22,Home,830.47,Web
TXN-062-2,CUST-062,2025-04-05,Electronics,478.62,Store
TXN-062-3,CUST-062,2025-09-22,Home,942.79,Store
TXN-062-4,CUST-062,2025-05-02,Beauty,584.45,App
TXN-063-1,CUST-063,2025-01-30,Beauty,736.26,Store
TXN-063-2,CUST-063,2025-05-11,Electronics,3310.35,Web
TXN-063-3,CUST-063,2025-07-11,Fashion,485.02,Web
TXN-063-4,CUST-063,2025-08-04,Electronics,1453.4,Web
TXN-064-1,CUST-064,2026-02-04,Home,1187.86,Web
TXN-064-2,CUST-064,2025-11-17,Electronics,1756.77,Store
TXN-064-3,CUST-064,2026-02-05,Electronics,893.4,Web
TXN-065-1,CUST-065,2026-03-31,Home,968.88,Store
TXN-065-2,CUST-065,2026-03-20,Electronics,1501.22,Web
TXN-065-3,CUST-065,2026-03-31,Fashion,1853.57,App
TXN-066-1,CUST-066,2026-03-31,Fashion,927.17,Store
TXN-066-2,CUST-066,2026-03-31,Beauty,594.5,Store
TXN-067-1,CUST-067,2026-03-31,Electronics,792.15,Web
TXN-067-2,CUST-067,2026-03-31,Fashion,1022.43,App
TXN-067-3,CUST-067,2026-03-31,Fashion,1567.32,Web
TXN-067-4,CUST-067,2026-02-08,Fashion,964.57,Web
TXN-067-5,CUST-067,2026-03-31,Sports,543.6,Store
TXN-067-6,CUST-067,2026-03-31,Home,998.7,App
TXN-067-7,CUST-067,2025-11-13,Beauty,1021.17,App
TXN-067-8,CUST-067,2025-11-30,Fashion,1290.07,Web
TXN-068-1,CUST-068,2026-03-31,Fashion,671.82,Store
TXN-069-1,CUST-069,2026-01-25,Home,1595.18,Web
TXN-069-2,CUST-069,2025-07-22,Home,1281.38,Web
TXN-069-3,CUST-069,2026-02-19,Home,1890.38,Store
TXN-069-4,CUST-069,2026-03-09,Electronics,1591.78,Web
TXN-069-5,CUST-069,2025-09-07,Home,1075.58,Store
TXN-069-6,CUST-069,2025-09-24,Fashion,903.79,Web
TXN-069-7,CUST-069,2026-01-08,Fashion,1133.06,Store
TXN-069-8,CUST-069,2025-09-03,Electronics,958.62,Web
TXN-070-1,CUST-070,2026-03-31,Beauty,1004.96,Web
TXN-070-2,CUST-070,2026-03-31,Electronics,796.26,Store
TXN-070-3,CUST-070,2026-03-31,Electronics,1170.87,Web
TXN-070-4,CUST-070,2026-03-31,Fashion,1742.91,Store
TXN-071-1,CUST-071,2026-03-31,Home,834.0,Store
TXN-071-2,CUST-071,2026-03-31,Sports,1130.56,App
TXN-071-3,CUST-071,2026-02-11,Electronics,906.27,Web
TXN-071-4,CUST-071,2026-02-24,Fashion,1057.26,App
TXN-072-1,CUST-072,2026-03-31,Fashion,688.36,App
TXN-072-2,CUST-072,2026-03-31,Electronics,619.77,Store
TXN-073-1,CUST-073,2026-03-31,Sports,728.42,App
TXN-073-2,CUST-073,2025-08-14,Beauty,2348.15,App
TXN-073-3,CUST-073,2026-03-31,Sports,987.98,Store
TXN-073-4,CUST-073,2025-12-31,Beauty,1162.21,Web
TXN-074-1,CUST-074,2026-02-10,Fashion,665.41,Store
TXN-075-1,CUST-075,2025-04-01,Fashion,1774.5,Web
TXN-075-2,CUST-075,2025-12-11,Home,,Web
TXN-075-3,CUST-075,2025-04-26,Sports,846.8,Web
TXN-075-4,CUST-075,2025-02-26,Beauty,805.7,Web
TXN-075-5,CUST-075,2026-01-22,Home,873.12,Store
TXN-075-6,CUST-075,2025-10-10,Home,860.09,Store
TXN-075-7,CUST-075,2025-03-08,Electronics,914.96,App
TXN-075-8,CUST-075,2025-06-27,Electronics,642.56,Web
TXN-075-9,CUST-075,2025-12-02,Home,657.13,App
TXN-075-10,CUST-075,2025-02-16,Home,1858.12,Web
TXN-075-11,CUST-075,2025-02-25,Home,1331.6,Web
